ciudad,articulo,fecha,subclase_ipc,method,precio_500g
BOGOTÁ D.C.,AJO,2021-02-01,011716,S5_niveles,10271.47226468549
BOGOTÁ D.C.,AJO,2021-03-01,011716,S5_niveles,10562.621195193164
BOGOTÁ D.C.,AJO,2021-04-01,011716,S5_niveles,11619.040703141041
BOGOTÁ D.C.,AJO,2021-05-01,011716,S5_niveles,12032.20798909997
BOGOTÁ D.C.,AJO,2021-06-01,011716,S5_niveles,12107.826441774127
BOGOTÁ D.C.,AJO,2021-07-01,011716,S5_niveles,12399.72281629848
BOGOTÁ D.C.,AJO,2021-08-01,011716,S5_niveles,12100.36565070816
BOGOTÁ D.C.,AJO,2021-09-01,011716,S5_niveles,12198.516695462158
BOGOTÁ D.C.,AJO,2021-10-01,011716,S5_niveles,11398.124003454484
BOGOTÁ D.C.,AJO,2021-11-01,011716,S5_niveles,11450.623502488012
BOGOTÁ D.C.,AJO,2021-12-01,011716,S5_niveles,11653.85585411853
BOGOTÁ D.C.,AJO,2022-01-01,011716,S5_niveles,12276.543315168597
BOGOTÁ D.C.,AJO,2022-02-01,011716,S5_niveles,12853.366656678674
BOGOTÁ D.C.,AJO,2022-03-01,011716,S5_niveles,13599.297431947829
BOGOTÁ D.C.,AJO,2022-04-01,011716,S5_niveles,14436.24775142686
BOGOTÁ D.C.,AJO,2022-05-01,011716,S5_niveles,14655.333028704861
BOGOTÁ D.C.,AJO,2022-06-01,011716,S5_niveles,15450.367200773264
BOGOTÁ D.C.,AJO,2022-07-01,011716,S5_niveles,16355.160364744206
BOGOTÁ D.C.,AJO,2022-08-01,011716,S5_niveles,17184.352524824688
BOGOTÁ D.C.,AJO,2022-09-01,011716,S5_niveles,17567.090580537115
BOGOTÁ D.C.,AJO,2022-10-01,011716,S5_niveles,16880.438759172725
BOGOTÁ D.C.,AJO,2022-11-01,011716,S5_niveles,16988.568718427534
BOGOTÁ D.C.,AJO,2022-12-01,011716,S5_niveles,17018.830562155035
BOGOTÁ D.C.,AJO,2023-01-01,011716,S5_niveles,16787.567029359336
BOGOTÁ D.C.,AJO,2023-02-01,011716,S5_niveles,17257.921025917003
BOGOTÁ D.C.,AJO,2023-03-01,011716,S5_niveles,17696.329809123326
BOGOTÁ D.C.,AJO,2023-04-01,011716,S5_niveles,18487.583247930434
BOGOTÁ D.C.,AJO,2023-05-01,011716,S5_niveles,17603.487706465083
BOGOTÁ D.C.,AJO,2023-06-01,011716,S5_niveles,16148.096353969891
BOGOTÁ D.C.,AJO,2023-07-01,011716,S5_niveles,15916.541006935546
BOGOTÁ D.C.,AJO,2023-08-01,011716,S5_niveles,16485.498912770472
BOGOTÁ D.C.,AJO,2023-09-01,011716,S5_niveles,16468.181917273203
BOGOTÁ D.C.,AJO,2023-10-01,011716,S5_niveles,16282.610250601194
BOGOTÁ D.C.,AJO,2023-11-01,011716,S5_niveles,15963.469744890024
BOGOTÁ D.C.,AJO,2023-12-01,011716,S5_niveles,15940.573206816254
BOGOTÁ D.C.,AJO,2024-01-01,011716,S5_niveles,16845.596309496832
