"ciudad","fecha","model","n_deciles","sum_rate","incidence"
"BOGOTÁ D.C.",20028,"CoCA",10,14.4144144144144,1.44144144144144
"BOGOTÁ D.C.",20028,"CoNA",10,100,10
"BOGOTÁ D.C.",20028,"CoRD",10,540.09009009009,54.009009009009
"BOGOTÁ D.C.",20058,"CoCA",10,20.6030150753769,2.06030150753769
"BOGOTÁ D.C.",20058,"CoNA",10,125.125628140704,12.5125628140704
"BOGOTÁ D.C.",20058,"CoRD",10,600.50505050505,60.0505050505051
"CALI",17532,"CoCA",10,14.9122807017544,1.49122807017544
"CALI",17532,"CoNA",10,89.9122807017544,8.99122807017544
"CALI",17532,"CoRD",10,697.368421052632,69.7368421052632
"CALI",17563,"CoCA",10,34.4398340248963,3.44398340248963
"CALI",17563,"CoNA",10,122.406639004149,12.2406639004149
"CALI",17563,"CoRD",10,708.713692946058,70.8713692946058
"CALI",17591,"CoCA",10,8.62068965517241,0.862068965517242
"CALI",17591,"CoNA",10,85.3448275862069,8.53448275862069
"CALI",17591,"CoRD",10,716.379310344828,71.6379310344828
"CALI",17622,"CoCA",10,26.8722466960352,2.68722466960352
"CALI",17622,"CoNA",10,116.740088105727,11.6740088105727
"CALI",17622,"CoRD",10,709.29203539823,70.929203539823
"CALI",17652,"CoCA",10,21.5447154471545,2.15447154471545
"CALI",17652,"CoNA",10,91.4634146341463,9.14634146341463
"CALI",17652,"CoRD",10,648.780487804878,64.8780487804878
"CALI",17683,"CoCA",10,24.0909090909091,2.40909090909091
"CALI",17683,"CoNA",10,119.545454545455,11.9545454545455
"CALI",17683,"CoRD",10,679.090909090909,67.9090909090909
"CALI",17713,"CoCA",10,39.2241379310345,3.92241379310345
"CALI",17713,"CoNA",10,146.120689655172,14.6120689655172
"CALI",17713,"CoRD",10,720.689655172414,72.0689655172414
"CALI",17744,"CoCA",10,18.7250996015936,1.87250996015936
"CALI",17744,"CoNA",10,110.756972111554,11.0756972111554
"CALI",17744,"CoRD",10,691.235059760956,69.1235059760956
"CALI",17775,"CoCA",10,31.1475409836066,3.11475409836066
