"ciudad","trimestre","fecha","Demo_Group","Sex","person","cost_day","total_household","per_capita","per_capita_year","per_capita_month"
"BOGOTA","2016Q2",2016-04-01,"9 a 13 años",1,3,4832.29168038039,17276.3707646237,5758.79025487458,2101958.44302922,172763.707646237
"BOGOTA","2016Q3",2016-07-01,"31 a 50 años",0,1,7347.04790972665,17313.14729635,5771.04909878332,2106432.92105591,173131.4729635
"BOGOTA","2016Q3",2016-07-01,"31 a 50 años",1,2,5122.77997526146,17313.14729635,5771.04909878332,2106432.92105591,173131.4729635
"BOGOTA","2016Q3",2016-07-01,"9 a 13 años",1,3,4843.31941136187,17313.14729635,5771.04909878332,2106432.92105591,173131.4729635
"BOGOTA","2016Q4",2016-10-01,"31 a 50 años",0,1,7388.58734456883,17410.4275067357,5803.47583557855,2118268.67998617,174104.275067357
"BOGOTA","2016Q4",2016-10-01,"31 a 50 años",1,2,5152.28834969772,17410.4275067357,5803.47583557855,2118268.67998617,174104.275067357
"BOGOTA","2016Q4",2016-10-01,"9 a 13 años",1,3,4869.55181246912,17410.4275067357,5803.47583557855,2118268.67998617,174104.275067357
"BOGOTA","2017Q1",2017-01-01,"31 a 50 años",0,1,7342.31910633641,17299.9249466678,5766.64164888928,2104824.20184459,172999.249466679
"BOGOTA","2017Q1",2017-01-01,"31 a 50 años",1,2,5120.4923873015,17299.9249466678,5766.64164888928,2104824.20184459,172999.249466679
"BOGOTA","2017Q1",2017-01-01,"9 a 13 años",1,3,4837.11345302995,17299.9249466678,5766.64164888928,2104824.20184459,172999.249466679
"BOGOTA","2017Q2",2017-04-01,"31 a 50 años",0,1,7333.08799291482,17276.7423743126,5758.91412477088,2102003.65554137,172767.423743126
"BOGOTA","2017Q2",2017-04-01,"31 a 50 años",1,2,5112.37511845707,17276.7423743126,5758.91412477088,2102003.65554137,172767.423743126
"BOGOTA","2017Q2",2017-04-01,"9 a 13 años",1,3,4831.27926294074,17276.7423743126,5758.91412477088,2102003.65554137,172767.423743126
"BOGOTA","2017Q3",2017-07-01,"31 a 50 años",0,1,7277.32388692886,17149.8536673187,5716.61788910623,2086565.52952377,171498.536673187
"BOGOTA","2017Q3",2017-07-01,"31 a 50 años",1,2,5076.24130746425,17149.8536673187,5716.61788910623,2086565.52952377,171498.536673187
"BOGOTA","2017Q3",2017-07-01,"9 a 13 años",1,3,4796.28847292559,17149.8536673187,5716.61788910623,2086565.52952377,171498.536673187
"BOGOTA","2017Q4",2017-10-01,"31 a 50 años",0,1,7336.03277717689,17291.1285119898,5763.70950399662,2103753.96895876,172911.285119898
"BOGOTA","2017Q4",2017-10-01,"31 a 50 años",1,2,5119.81164922977,17291.1285119898,5763.70950399662,2103753.96895876,172911.285119898
"BOGOTA","2017Q4",2017-10-01,"9 a 13 años",1,3,4835.28408558319,17291.1285119898,5763.70950399662,2103753.96895876,172911.285119898
"BOGOTA","2018Q1",2018-01-01,"31 a 50 años",0,1,7307.94173006377,17221.0437056617,5740.34790188722,2095226.98418883,172210.437056617
"BOGOTA","2018Q1",2018-01-01,"31 a 50 años",1,2,5097.54201404899,17221.0437056617,5740.34790188722,2095226.98418883,172210.437056617
"BOGOTA","2018Q1",2018-01-01,"9 a 13 años",1,3,4815.55996154889,17221.0437056617,5740.34790188722,2095226.98418883,172210.437056617
"BOGOTA","2018Q2",2018-04-01,"31 a 50 años",0,1,7283.38232234497,17163.2785710588,5721.09285701959,2088198.89281215,171632.785710588
"BOGOTA","2018Q2",2018-04-01,"31 a 50 años",1,2,5079.68930385567,17163.2785710588,5721.09285701959,2088198.89281215,171632.785710588
"BOGOTA","2018Q2",2018-04-01,"9 a 13 años",1,3,4800.20694485813,17163.2785710588,5721.09285701959,2088198.89281215,171632.785710588
"BOGOTA","2018Q3",2018-07-01,"31 a 50 años",0,1,7326.9387386041,17257.9968812778,5752.66562709261,2099722.9538888,172579.968812778
"BOGOTA","2018Q3",2018-07-01,"31 a 50 años",1,2,5105.94004091801,17257.9968812778,5752.66562709261,2099722.9538888,172579.968812778
