Demo_Group,Sex,cost_day,Cost_1000kcal,ciudad,fecha,escenario
gestantes 31 a 50 años,1,8732.760414534794,3651.603595450921,BOGOTA,10926,precio_100g
lactantes < 18 años,1,4336.712065781981,1700.4065030191773,BOGOTA,10926,precio_100g
lactantes 19 a 30 años,1,3849.1493954086873,1517.3074434518076,BOGOTA,10926,precio_100g
lactantes 31 a 50 años,1,3742.2809732201704,1545.4478457046362,BOGOTA,10926,precio_100g
>70 años,0,3453.3105223346793,1704.7549319441641,BOGOTA,10926,precio_100g
1 a 3 años,0,NA,NA,BOGOTA,10926,precio_100g
14 a 18 años,0,4204.031854094226,1530.5571208517472,BOGOTA,10926,precio_100g
19 a 30 años,0,4197.381922812775,1488.680879135193,BOGOTA,10926,precio_100g
31 a 50 años,0,3903.005898385936,1461.3109659712934,BOGOTA,10926,precio_100g
4 a 8 años,0,11660.628450126533,8117.936425060135,BOGOTA,10926,precio_100g
51 a 70 años,0,3701.297451591296,1704.7549319441637,BOGOTA,10926,precio_100g
9 a 13 años,0,3890.907571659887,1939.0477219190211,BOGOTA,10926,precio_100g
>70 años,1,3390.189005702958,2070.8782061015613,BOGOTA,10957,precio_100g
1 a 3 años,1,NA,NA,BOGOTA,10957,precio_100g
14 a 18 años,1,3980.806910343409,1884.0128030773803,BOGOTA,10957,precio_100g
19 a 30 años,1,3376.889879147142,1661.9951878371169,BOGOTA,10957,precio_100g
31 a 50 años,1,3346.7545389233196,1746.297026529568,BOGOTA,10957,precio_100g
4 a 8 años,1,8119.236094163085,6166.952517505189,BOGOTA,10957,precio_100g
51 a 70 años,1,3502.234796823092,2011.4074081229903,BOGOTA,10957,precio_100g
9 a 13 años,1,3847.9571878162546,2124.5263763528974,BOGOTA,10957,precio_100g
gestantes < 18 años,1,26183.050183580857,10388.461661891919,BOGOTA,10957,precio_100g
gestantes 19 a 30 años,1,10117.583725947123,4036.0088658758164,BOGOTA,10957,precio_100g
gestantes 31 a 50 años,1,8844.405204805262,3698.2878623052698,BOGOTA,10957,precio_100g
lactantes < 18 años,1,4305.380785316122,1688.121640144924,BOGOTA,10957,precio_100g
lactantes 19 a 30 años,1,3809.3237305668035,1501.6084482977299,BOGOTA,10957,precio_100g
lactantes 31 a 50 años,1,3701.1037032906684,1528.442889753776,BOGOTA,10957,precio_100g
>70 años,0,3416.6905132162324,1686.6771654793995,BOGOTA,10957,precio_100g
1 a 3 años,0,NA,NA,BOGOTA,10957,precio_100g
14 a 18 años,0,4204.808678080639,1530.839938280952,BOGOTA,10957,precio_100g
19 a 30 años,0,4151.315200647714,1472.3424449128129,BOGOTA,10957,precio_100g
31 a 50 años,0,3870.807067179628,1449.2555127234716,BOGOTA,10957,precio_100g
4 a 8 años,0,12086.110822672803,8414.150206772638,BOGOTA,10957,precio_100g
51 a 70 años,0,3662.0477097708813,1686.6771654793993,BOGOTA,10957,precio_100g
9 a 13 años,0,3897.3858077438213,1942.2761740697058,BOGOTA,10957,precio_100g
>70 años,1,3356.870379481226,2050.525707529844,BOGOTA,10988,precio_100g
1 a 3 años,1,NA,NA,BOGOTA,10988,precio_100g
14 a 18 años,1,3950.7229541523266,1869.7748458229855,BOGOTA,10988,precio_100g
19 a 30 años,1,3343.4014211718313,1645.5132597931008,BOGOTA,10988,precio_100g
31 a 50 años,1,3309.0780436880436,1726.6378759011686,BOGOTA,10988,precio_100g
4 a 8 años,1,7881.30528187311,5986.232557545865,BOGOTA,10988,precio_100g
51 a 70 años,1,3467.4463885706186,1991.4276905620884,BOGOTA,10988,precio_100g
9 a 13 años,1,3815.026331566504,2106.3446582932484,BOGOTA,10988,precio_100g
gestantes < 18 años,1,25999.672169903548,10315.704078213816,BOGOTA,10988,precio_100g
gestantes 19 a 30 años,1,10104.547115820715,4030.80842716688,BOGOTA,10988,precio_100g
gestantes 31 a 50 años,1,8831.7769820023,3693.0073711889754,BOGOTA,10988,precio_100g
lactantes < 18 años,1,4289.101548207643,1681.7386199624352,BOGOTA,10988,precio_100g
lactantes 19 a 30 años,1,3774.934819100894,1488.052582838144,BOGOTA,10988,precio_100g
lactantes 31 a 50 años,1,3667.5763730805465,1514.5971254686185,BOGOTA,10988,precio_100g
>70 años,0,3419.71947946468,1688.1724393968714,BOGOTA,10988,precio_100g
1 a 3 años,0,NA,NA,BOGOTA,10988,precio_100g
14 a 18 años,0,4192.5177377007985,1526.3651895231403,BOGOTA,10988,precio_100g
19 a 30 años,0,4147.110926696457,1470.8513196459767,BOGOTA,10988,precio_100g
31 a 50 años,0,3847.9786579134893,1440.7084068098698,BOGOTA,10988,precio_100g
4 a 8 años,0,11575.86566244855,8058.9259759693805,BOGOTA,10988,precio_100g
51 a 70 años,0,3665.29419020866,1688.1724393968716,BOGOTA,10988,precio_100g
9 a 13 años,0,3870.204482352015,1928.7302632236388,BOGOTA,10988,precio_100g
>70 años,1,3375.9993547995446,2062.2105363187775,BOGOTA,11017,precio_100g
1 a 3 años,1,NA,NA,BOGOTA,11017,precio_100g
14 a 18 años,1,3953.0694125928117,1870.885363827346,BOGOTA,11017,precio_100g
19 a 30 años,1,3375.170862274827,1661.1491437349775,BOGOTA,11017,precio_100g
31 a 50 años,1,3341.2481288368326,1743.4238467235439,BOGOTA,11017,precio_100g
4 a 8 años,1,7750.688186587004,5887.022556104911,BOGOTA,11017,precio_100g
51 a 70 años,1,3488.1621347845717,2003.3251811128157,BOGOTA,11017,precio_100g
9 a 13 años,1,3815.629140174223,2106.677479768993,BOGOTA,11017,precio_100g
gestantes < 18 años,1,25820.187282118583,10244.49114226089,BOGOTA,11017,precio_100g
gestantes 19 a 30 años,1,9910.1422236412,3953.258303572795,BOGOTA,11017,precio_100g
gestantes 31 a 50 años,1,8638.025792221068,3611.990314994315,BOGOTA,11017,precio_100g
lactantes < 18 años,1,4257.513347741739,1669.35301984074,BOGOTA,11017,precio_100g
lactantes 19 a 30 años,1,3752.844654753564,1479.3447964293428,BOGOTA,11017,precio_100g
