model,food,food_key,rmse,mape,n_test,extra
m4_asy_ecm_mtar,Banano criollo,BANANO CRIOLLO,327.2957367195587,0.37917862902625776,NA,n_total=63
m4_asy_ecm_mtar,Bocachico importado congelado,BOCACHICO IMPORTADO CONGELADO,1332.9149411808123,0.1725845899512107,NA,n_total=63
m4_asy_ecm_mtar,Café molido,CAFE MOLIDO,675.0071691141053,0.0799198870329299,NA,n_total=63
m4_asy_ecm_mtar,"Carne de cerdo, costilla",CARNE DE CERDO COSTILLA,459.64974380669474,0.06560291381329525,NA,n_total=63
m4_asy_ecm_mtar,"Carne de cerdo, espinazo",CARNE DE CERDO ESPINAZO,650.7055002187378,0.09366655248931406,NA,n_total=63
m4_asy_ecm_mtar,"Carne de res, cadera",CARNE DE RES CADERA,427.9166898909477,0.03945878701419662,NA,n_total=63
m4_asy_ecm_mtar,"Carne de res, costilla",CARNE DE RES COSTILLA,105.71684509530584,0.02917301458051397,NA,n_total=63
m4_asy_ecm_mtar,"Carne de res, falda",CARNE DE RES FALDA,1834.03499623323,0.1889626328416049,NA,n_total=63
m4_asy_ecm_mtar,"Carne de res, lomo de brazo",CARNE DE RES LOMO DE BRAZO,1189.1023662690804,0.1259652139966064,NA,n_total=43
m4_asy_ecm_mtar,"Carne de res, lomo fino",CARNE DE RES LOMO FINO,171.07770833400534,0.02087535361858507,NA,n_total=43
m4_asy_ecm_mtar,"Carne de res, pecho",CARNE DE RES PECHO,777.938721019602,0.07666352123506152,NA,n_total=63
m4_asy_ecm_mtar,"Carne de res, punta de anca",CARNE DE RES PUNTA DE ANCA,333.80684398919345,0.03372674145966831,NA,n_total=63
m4_asy_ecm_mtar,Cebolla cabezona blanca bogotana,CEBOLLA CABEZONA BLANCA BOGOTANA,402.069628398701,0.31885369833885685,NA,n_total=63
m4_asy_ecm_mtar,Cebolla cabezona blanca pastusa,CEBOLLA CABEZONA BLANCA PASTUSA,325.49630279124347,0.2699486640202246,NA,n_total=63
m4_asy_ecm_mtar,Cebolla cabezona roja importada,CEBOLLA CABEZONA ROJA IMPORTADA,254.0754954540404,0.20527886216311936,NA,n_total=39
m4_asy_ecm_mtar,Curuba,CURUBA,363.458022474076,0.2224619832291686,NA,n_total=63
